Seconds: 0.23 | IMU1 : EMG = 355 | AcX = -0.55 | AcY = -0.82 | AcZ = 0.11 | Tmp = 77.17 | GyX = 0.93 | GyY = 0.90 | GyZ = -1.56;
Seconds: 301.27 | IMU1 : EMG = 342 | AcX = -0.81 | AcY = -0.54 | AcZ = 0.25 | Tmp = 80.98 | GyX = 0.92 | GyY = 0.89 | GyZ = -1.37;
Seconds: 301.5 | IMU1 : EMG = 345 | AcX = -0.80 | AcY = -0.53 | AcZ = 0.25 | Tmp = 81.07 | GyX = 1.10 | GyY = 0.72 | GyZ = -1.36;
Seconds: 301.74 | IMU1 : EMG = 341 | AcX = -0.80 | AcY = -0.53 | AcZ = 0.24 | Tmp = 80.90 | GyX = 1.04 | GyY = 0.40 | GyZ = -1.27;
Seconds: 301.97 | IMU1 : EMG = 341 | AcX = -0.81 | AcY = -0.53 | AcZ = 0.23 | Tmp = 80.98 | GyX = 1.02 | GyY = 0.78 | GyZ = -1.39;
Seconds: 302.2 | IMU1 : EMG = 341 | AcX = -0.80 | AcY = -0.53 | AcZ = 0.24 | Tmp = 80.81 | GyX = 1.04 | GyY = 0.89 | GyZ = -1.18;
Seconds: 302.43 | IMU1 : EMG = 343 | AcX = -0.80 | AcY = -0.53 | AcZ = 0.24 | Tmp = 80.90 | GyX = 1.02 | GyY = 1.08 | GyZ = -0.96;
Seconds: 302.67 | IMU1 : EMG = 339 | AcX = -0.80 | AcY = -0.53 | AcZ = 0.25 | Tmp = 80.81 | GyX = 0.81 | GyY = 1.25 | GyZ = -1.08;
Seconds: 302.9 | IMU1 : EMG = 343 | AcX = -0.81 | AcY = -0.53 | AcZ = 0.25 | Tmp = 80.90 | GyX = 0.90 | GyY = 0.96 | GyZ = -1.31;
Seconds: 303.13 | IMU1 : EMG = 341 | AcX = -0.81 | AcY = -0.53 | AcZ = 0.26 | Tmp = 80.73 | GyX = 1.02 | GyY = 1.08 | GyZ = -1.19;
Seconds: 303.37 | IMU1 : EMG = 338 | AcX = -0.81 | AcY = -0.52 | AcZ = 0.25 | Tmp = 80.81 | GyX = 1.07 | GyY = 0.75 | GyZ = -1.37;
Seconds: 303.6 | IMU1 : EMG = 346 | AcX = -0.80 | AcY = -0.53 | AcZ = 0.24 | Tmp = 80.81 | GyX = 0.95 | GyY = 0.70 | GyZ = -1.19;
Seconds: 303.83 | IMU1 : EMG = 345 | AcX = -0.80 | AcY = -0.53 | AcZ = 0.25 | Tmp = 80.73 | GyX = 0.98 | GyY = 0.67 | GyZ = -0.92;
Seconds: 304.07 | IMU1 : EMG = 339 | AcX = -0.80 | AcY = -0.53 | AcZ = 0.24 | Tmp = 80.64 | GyX = 1.08 | GyY = 0.96 | GyZ = -1.34;
Seconds: 304.3 | IMU1 : EMG = 338 | AcX = -0.80 | AcY = -0.53 | AcZ = 0.25 | Tmp = 80.56 | GyX = 0.90 | GyY = 0.82 | GyZ = -1.50;
Seconds: 304.53 | IMU1 : EMG = 346 | AcX = -0.81 | AcY = -0.53 | AcZ = 0.25 | Tmp = 80.64 | GyX = 0.92 | GyY = 0.95 | GyZ = -1.21;
Seconds: 304.76 | IMU1 : EMG = 346 | AcX = -0.80 | AcY = -0.54 | AcZ = 0.25 | Tmp = 80.56 | GyX = 1.01 | GyY = 0.78 | GyZ = -1.25;
Seconds: 305.0 | IMU1 : EMG = 337 | AcX = -0.81 | AcY = -0.53 | AcZ = 0.24 | Tmp = 80.47 | GyX = 1.13 | GyY = 0.92 | GyZ = -1.42;
Seconds: 305.23 | IMU1 : EMG = 342 | AcX = -0.81 | AcY = -0.53 | AcZ = 0.25 | Tmp = 80.73 | GyX = 0.90 | GyY = 0.72 | GyZ = -1.39;
Seconds: 305.46 | IMU1 : EMG = 290 | AcX = -0.80 | AcY = -0.52 | AcZ = 0.25 | Tmp = 80.39 | GyX = 0.95 | GyY = 0.82 | GyZ = -1.25;
Seconds: 305.7 | IMU1 : EMG = 345 | AcX = -0.80 | AcY = -0.53 | AcZ = 0.25 | Tmp = 80.30 | GyX = 0.81 | GyY = 1.11 | GyZ = -1.21;
Seconds: 305.93 | IMU1 : EMG = 338 | AcX = -0.80 | AcY = -0.53 | AcZ = 0.25 | Tmp = 80.39 | GyX = 1.01 | GyY = 1.15 | GyZ = -1.33;
Seconds: 306.16 | IMU1 : EMG = 346 | AcX = -0.80 | AcY = -0.53 | AcZ = 0.25 | Tmp = 80.39 | GyX = 0.96 | GyY = 0.95 | GyZ = -1.33;
Seconds: 306.4 | IMU1 : EMG = 344 | AcX = -0.80 | AcY = -0.53 | AcZ = 0.25 | Tmp = 80.64 | GyX = 0.89 | GyY = 0.95 | GyZ = -1.02;
Seconds: 306.63 | IMU1 : EMG = 347 | AcX = -0.81 | AcY = -0.53 | AcZ = 0.24 | Tmp = 80.39 | GyX = 1.02 | GyY = 0.81 | GyZ = -0.92;
Seconds: 306.86 | IMU1 : EMG = 344 | AcX = -0.80 | AcY = -0.53 | AcZ = 0.26 | Tmp = 80.47 | GyX = 1.01 | GyY = 0.84 | GyZ = -1.24;
Seconds: 307.09 | IMU1 : EMG = 345 | AcX = -0.81 | AcY = -0.53 | AcZ = 0.24 | Tmp = 80.30 | GyX = 0.98 | GyY = 0.90 | GyZ = -1.36;
Seconds: 307.33 | IMU1 : EMG = 339 | AcX = -0.81 | AcY = -0.53 | AcZ = 0.25 | Tmp = 80.39 | GyX = 1.04 | GyY = 0.90 | GyZ = -1.36;
Seconds: 307.56 | IMU1 : EMG = 342 | AcX = -0.81 | AcY = -0.53 | AcZ = 0.25 | Tmp = 80.22 | GyX = 0.82 | GyY = 1.11 | GyZ = -1.59;
Seconds: 307.79 | IMU1 : EMG = 336 | AcX = -0.81 | AcY = -0.53 | AcZ = 0.25 | Tmp = 80.30 | GyX = 0.75 | GyY = 0.82 | GyZ = -1.13;
Seconds: 308.03 | IMU1 : EMG = 344 | AcX = -0.80 | AcY = -0.53 | AcZ = 0.25 | Tmp = 80.22 | GyX = 0.99 | GyY = 0.92 | GyZ = -1.21;
Seconds: 308.26 | IMU1 : EMG = 343 | AcX = -0.80 | AcY = -0.53 | AcZ = 0.25 | Tmp = 80.30 | GyX = 1.05 | GyY = 0.76 | GyZ = -0.99;
Seconds: 308.49 | IMU1 : EMG = 338 | AcX = -0.80 | AcY = -0.54 | AcZ = 0.25 | Tmp = 80.14 | GyX = 1.10 | GyY = 0.92 | GyZ = -1.08;
Seconds: 308.73 | IMU1 : EMG = 344 | AcX = -0.80 | AcY = -0.53 | AcZ = 0.25 | Tmp = 80.05 | GyX = 0.98 | GyY = 0.84 | GyZ = -1.18;
Seconds: 308.96 | IMU1 : EMG = 335 | AcX = -0.80 | AcY = -0.53 | AcZ = 0.25 | Tmp = 80.14 | GyX = 0.89 | GyY = 0.96 | GyZ = -1.18;
Seconds: 309.19 | IMU1 : EMG = 344 | AcX = -0.81 | AcY = -0.53 | AcZ = 0.26 | Tmp = 80.14 | GyX = 1.02 | GyY = 0.85 | GyZ = -1.11;
Seconds: 309.42 | IMU1 : EMG = 345 | AcX = -0.80 | AcY = -0.53 | AcZ = 0.25 | Tmp = 80.05 | GyX = 0.93 | GyY = 0.95 | GyZ = -1.42;
Seconds: 309.66 | IMU1 : EMG = 339 | AcX = -0.81 | AcY = -0.53 | AcZ = 0.26 | Tmp = 80.05 | GyX = 0.96 | GyY = 0.89 | GyZ = -1.19;
Seconds: 309.89 | IMU1 : EMG = 341 | AcX = -0.81 | AcY = -0.53 | AcZ = 0.26 | Tmp = 80.22 | GyX = 0.93 | GyY = 0.82 | GyZ = -1.28;
Seconds: 310.12 | IMU1 : EMG = 341 | AcX = -0.80 | AcY = -0.53 | AcZ = 0.25 | Tmp = 79.97 | GyX = 1.02 | GyY = 0.96 | GyZ = -1.16;
Seconds: 310.36 | IMU1 : EMG = 342 | AcX = -0.81 | AcY = -0.53 | AcZ = 0.25 | Tmp = 80.05 | GyX = 1.04 | GyY = 0.82 | GyZ = -1.30;
Seconds: 310.59 | IMU1 : EMG = 336 | AcX = -0.80 | AcY = -0.53 | AcZ = 0.24 | Tmp = 80.22 | GyX = 0.84 | GyY = 0.73 | GyZ = -1.28;
Seconds: 310.82 | IMU1 : EMG = 336 | AcX = -0.80 | AcY = -0.53 | AcZ = 0.26 | Tmp = 79.88 | GyX = 1.08 | GyY = 1.13 | GyZ = -1.42;
Seconds: 311.06 | IMU1 : EMG = 347 | AcX = -0.80 | AcY = -0.53 | AcZ = 0.26 | Tmp = 79.97 | GyX = 1.08 | GyY = 0.73 | GyZ = -1.24;
Seconds: 311.29 | IMU1 : EMG = 338 | AcX = -0.80 | AcY = -0.53 | AcZ = 0.24 | Tmp = 79.88 | GyX = 0.90 | GyY = 0.92 | GyZ = -1.18;
Seconds: 311.52 | IMU1 : EMG = 335 | AcX = -0.81 | AcY = -0.53 | AcZ = 0.26 | Tmp = 80.14 | GyX = 1.08 | GyY = 0.70 | GyZ = -1.31;
Seconds: 311.75 | IMU1 : EMG = 338 | AcX = -0.81 | AcY = -0.52 | AcZ = 0.25 | Tmp = 79.97 | GyX = 0.92 | GyY = 0.87 | GyZ = -1.10;
Seconds: 311.99 | IMU1 : EMG = 346 | AcX = -0.80 | AcY = -0.53 | AcZ = 0.26 | Tmp = 80.22 | GyX = 1.13 | GyY = 0.89 | GyZ = -1.33;
Seconds: 312.22 | IMU1 : EMG = 345 | AcX = -0.80 | AcY = -0.53 | AcZ = 0.26 | Tmp = 79.88 | GyX = 0.87 | GyY = 0.93 | GyZ = -1.39;
Seconds: 312.45 | IMU1 : EMG = 343 | AcX = -0.80 | AcY = -0.53 | AcZ = 0.25 | Tmp = 79.88 | GyX = 1.10 | GyY = 0.89 | GyZ = -1.25;
Seconds: 312.69 | IMU1 : EMG = 341 | AcX = -0.81 | AcY = -0.53 | AcZ = 0.25 | Tmp = 79.97 | GyX = 0.89 | GyY = 0.93 | GyZ = -1.21;
Seconds: 312.92 | IMU1 : EMG = 340 | AcX = -0.81 | AcY = -0.53 | AcZ = 0.25 | Tmp = 79.80 | GyX = 0.89 | GyY = 0.84 | GyZ = -1.10;
Seconds: 313.15 | IMU1 : EMG = 345 | AcX = -0.81 | AcY = -0.54 | AcZ = 0.26 | Tmp = 79.97 | GyX = 0.90 | GyY = 1.13 | GyZ = -1.08;
Seconds: 313.39 | IMU1 : EMG = 337 | AcX = -0.81 | AcY = -0.53 | AcZ = 0.26 | Tmp = 79.97 | GyX = 0.90 | GyY = 0.89 | GyZ = -1.59;
Seconds: 313.62 | IMU1 : EMG = 338 | AcX = -0.80 | AcY = -0.53 | AcZ = 0.25 | Tmp = 79.71 | GyX = 0.96 | GyY = 0.89 | GyZ = -1.36;
Seconds: 313.85 | IMU1 : EMG = 336 | AcX = -0.80 | AcY = -0.53 | AcZ = 0.26 | Tmp = 79.88 | GyX = 0.84 | GyY = 0.85 | GyZ = -1.24;
Seconds: 314.08 | IMU1 : EMG = 344 | AcX = -0.81 | AcY = -0.53 | AcZ = 0.26 | Tmp = 79.80 | GyX = 1.05 | GyY = 0.96 | GyZ = -1.22;
Seconds: 314.32 | IMU1 : EMG = 345 | AcX = -0.80 | AcY = -0.53 | AcZ = 0.25 | Tmp = 79.63 | GyX = 1.07 | GyY = 0.92 | GyZ = -1.19;
Seconds: 314.55 | IMU1 : EMG = 337 | AcX = -0.81 | AcY = -0.53 | AcZ = 0.26 | Tmp = 79.63 | GyX = 0.90 | GyY = 0.96 | GyZ = -1.33;
Seconds: 314.78 | IMU1 : EMG = 341 | AcX = -0.80 | AcY = -0.53 | AcZ = 0.24 | Tmp = 79.71 | GyX = 0.99 | GyY = 0.85 | GyZ = -1.01;
Seconds: 315.02 | IMU1 : EMG = 343 | AcX = -0.80 | AcY = -0.53 | AcZ = 0.25 | Tmp = 79.88 | GyX = 0.89 | GyY = 1.04 | GyZ = -1.15;
Seconds: 315.25 | IMU1 : EMG = 341 | AcX = -0.81 | AcY = -0.54 | AcZ = 0.25 | Tmp = 79.71 | GyX = 0.92 | GyY = 0.89 | GyZ = -1.21;
Seconds: 315.48 | IMU1 : EMG = 340 | AcX = -0.81 | AcY = -0.53 | AcZ = 0.25 | Tmp = 79.71 | GyX = 0.96 | GyY = 0.78 | GyZ = -1.22;
Seconds: 315.71 | IMU1 : EMG = 344 | AcX = -0.80 | AcY = -0.54 | AcZ = 0.25 | Tmp = 79.54 | GyX = 0.92 | GyY = 0.93 | GyZ = -1.16;
Seconds: 315.95 | IMU1 : EMG = 343 | AcX = -0.80 | AcY = -0.53 | AcZ = 0.25 | Tmp = 79.54 | GyX = 1.04 | GyY = 1.04 | GyZ = -1.24;
Seconds: 316.18 | IMU1 : EMG = 340 | AcX = -0.81 | AcY = -0.53 | AcZ = 0.25 | Tmp = 79.46 | GyX = 0.82 | GyY = 0.95 | GyZ = -1.51;
Seconds: 316.41 | IMU1 : EMG = 344 | AcX = -0.81 | AcY = -0.53 | AcZ = 0.25 | Tmp = 79.63 | GyX = 0.92 | GyY = 0.96 | GyZ = -1.37;
Seconds: 316.65 | IMU1 : EMG = 344 | AcX = -0.80 | AcY = -0.53 | AcZ = 0.25 | Tmp = 79.46 | GyX = 0.93 | GyY = 0.52 | GyZ = -1.56;
Seconds: 316.88 | IMU1 : EMG = 293 | AcX = -0.80 | AcY = -0.52 | AcZ = 0.26 | Tmp = 79.63 | GyX = 1.15 | GyY = 0.72 | GyZ = -1.28;
Seconds: 317.11 | IMU1 : EMG = 338 | AcX = -0.81 | AcY = -0.54 | AcZ = 0.26 | Tmp = 79.80 | GyX = 1.04 | GyY = 0.89 | GyZ = -1.40;
Seconds: 317.35 | IMU1 : EMG = 343 | AcX = -0.80 | AcY = -0.53 | AcZ = 0.26 | Tmp = 79.54 | GyX = 1.02 | GyY = 0.70 | GyZ = -1.39;
Seconds: 317.58 | IMU1 : EMG = 339 | AcX = -0.80 | AcY = -0.53 | AcZ = 0.25 | Tmp = 79.37 | GyX = 0.75 | GyY = 1.33 | GyZ = -1.33;
Seconds: 317.81 | IMU1 : EMG = 341 | AcX = -0.80 | AcY = -0.53 | AcZ = 0.25 | Tmp = 79.54 | GyX = 1.04 | GyY = 0.82 | GyZ = -1.40;
Seconds: 318.05 | IMU1 : EMG = 341 | AcX = -0.81 | AcY = -0.52 | AcZ = 0.26 | Tmp = 79.54 | GyX = 0.82 | GyY = 1.28 | GyZ = -1.30;
Seconds: 318.28 | IMU1 : EMG = 342 | AcX = -0.80 | AcY = -0.53 | AcZ = 0.26 | Tmp = 79.71 | GyX = 1.02 | GyY = 0.99 | GyZ = -1.18;
Seconds: 318.51 | IMU1 : EMG = 345 | AcX = -0.81 | AcY = -0.53 | AcZ = 0.26 | Tmp = 79.37 | GyX = 0.93 | GyY = 0.93 | GyZ = -1.11;
Seconds: 318.74 | IMU1 : EMG = 341 | AcX = -0.80 | AcY = -0.53 | AcZ = 0.26 | Tmp = 79.54 | GyX = 0.99 | GyY = 0.96 | GyZ = -1.47;
Seconds: 318.98 | IMU1 : EMG = 338 | AcX = -0.80 | AcY = -0.53 | AcZ = 0.25 | Tmp = 79.37 | GyX = 1.13 | GyY = 0.85 | GyZ = -1.28;
Seconds: 319.21 | IMU1 : EMG = 343 | AcX = -0.80 | AcY = -0.53 | AcZ = 0.26 | Tmp = 79.54 | GyX = 0.93 | GyY = 0.93 | GyZ = -1.37;
Seconds: 319.44 | IMU1 : EMG = 337 | AcX = -0.80 | AcY = -0.53 | AcZ = 0.26 | Tmp = 79.37 | GyX = 0.87 | GyY = 1.11 | GyZ = -1.22;
Seconds: 319.68 | IMU1 : EMG = 337 | AcX = -0.81 | AcY = -0.53 | AcZ = 0.25 | Tmp = 79.71 | GyX = 0.81 | GyY = 1.16 | GyZ = -1.08;
Seconds: 319.91 | IMU1 : EMG = 338 | AcX = -0.81 | AcY = -0.53 | AcZ = 0.25 | Tmp = 79.54 | GyX = 1.02 | GyY = 0.85 | GyZ = -0.99;
Seconds: 320.14 | IMU1 : EMG = 345 | AcX = -0.80 | AcY = -0.53 | AcZ = 0.25 | Tmp = 79.63 | GyX = 1.19 | GyY = 0.96 | GyZ = -1.40;
Seconds: 320.38 | IMU1 : EMG = 338 | AcX = -0.80 | AcY = -0.53 | AcZ = 0.25 | Tmp = 79.46 | GyX = 0.85 | GyY = 1.30 | GyZ = -0.90;
Seconds: 320.61 | IMU1 : EMG = 343 | AcX = -0.80 | AcY = -0.53 | AcZ = 0.25 | Tmp = 79.37 | GyX = 1.04 | GyY = 0.69 | GyZ = -1.33;
Seconds: 320.84 | IMU1 : EMG = 342 | AcX = -0.81 | AcY = -0.53 | AcZ = 0.26 | Tmp = 79.37 | GyX = 0.99 | GyY = 1.08 | GyZ = -1.39;
Seconds: 321.07 | IMU1 : EMG = 345 | AcX = -0.81 | AcY = -0.53 | AcZ = 0.25 | Tmp = 79.54 | GyX = 1.08 | GyY = 0.78 | GyZ = -1.04;
Seconds: 321.31 | IMU1 : EMG = 342 | AcX = -0.80 | AcY = -0.53 | AcZ = 0.25 | Tmp = 79.37 | GyX = 0.89 | GyY = 0.82 | GyZ = -1.54;
Seconds: 321.54 | IMU1 : EMG = 345 | AcX = -0.80 | AcY = -0.53 | AcZ = 0.25 | Tmp = 79.37 | GyX = 0.95 | GyY = 0.90 | GyZ = -1.36;
Seconds: 321.77 | IMU1 : EMG = 339 | AcX = -0.80 | AcY = -0.53 | AcZ = 0.25 | Tmp = 79.20 | GyX = 0.93 | GyY = 0.96 | GyZ = -1.37;
Seconds: 322.01 | IMU1 : EMG = 340 | AcX = -0.80 | AcY = -0.53 | AcZ = 0.25 | Tmp = 79.37 | GyX = 1.05 | GyY = 0.82 | GyZ = -1.15;
Seconds: 322.24 | IMU1 : EMG = 344 | AcX = -0.79 | AcY = -0.53 | AcZ = 0.25 | Tmp = 79.37 | GyX = 0.95 | GyY = 0.99 | GyZ = -1.31;
Seconds: 322.47 | IMU1 : EMG = 343 | AcX = -0.80 | AcY = -0.53 | AcZ = 0.25 | Tmp = 79.20 | GyX = 1.05 | GyY = 0.70 | GyZ = -1.19;
Seconds: 322.71 | IMU1 : EMG = 339 | AcX = -0.80 | AcY = -0.53 | AcZ = 0.25 | Tmp = 79.20 | GyX = 0.87 | GyY = 0.89 | GyZ = -1.21;
Seconds: 322.94 | IMU1 : EMG = 343 | AcX = -0.80 | AcY = -0.53 | AcZ = 0.25 | Tmp = 79.29 | GyX = 0.84 | GyY = 0.90 | GyZ = -1.44;
Seconds: 323.17 | IMU1 : EMG = 341 | AcX = -0.80 | AcY = -0.53 | AcZ = 0.26 | Tmp = 79.20 | GyX = 0.98 | GyY = 0.93 | GyZ = -1.48;
Seconds: 323.4 | IMU1 : EMG = 341 | AcX = -0.80 | AcY = -0.54 | AcZ = 0.26 | Tmp = 79.29 | GyX = 0.98 | GyY = 0.79 | GyZ = -1.34;
Seconds: 323.64 | IMU1 : EMG = 341 | AcX = -0.80 | AcY = -0.53 | AcZ = 0.25 | Tmp = 79.37 | GyX = 1.02 | GyY = 0.96 | GyZ = -1.34;
Seconds: 323.87 | IMU1 : EMG = 342 | AcX = -0.80 | AcY = -0.53 | AcZ = 0.26 | Tmp = 79.12 | GyX = 0.78 | GyY = 1.16 | GyZ = -1.40;
Seconds: 324.1 | IMU1 : EMG = 344 | AcX = -0.81 | AcY = -0.53 | AcZ = 0.25 | Tmp = 79.12 | GyX = 0.93 | GyY = 0.73 | GyZ = -1.28;
Seconds: 324.34 | IMU1 : EMG = 343 | AcX = -0.80 | AcY = -0.53 | AcZ = 0.25 | Tmp = 79.20 | GyX = 1.11 | GyY = 0.72 | GyZ = -1.40;
Seconds: 324.57 | IMU1 : EMG = 338 | AcX = -0.80 | AcY = -0.53 | AcZ = 0.25 | Tmp = 79.46 | GyX = 1.07 | GyY = 0.89 | GyZ = -1.16;
Seconds: 324.8 | IMU1 : EMG = 344 | AcX = -0.81 | AcY = -0.53 | AcZ = 0.25 | Tmp = 79.29 | GyX = 0.92 | GyY = 0.93 | GyZ = -1.08;
Seconds: 325.04 | IMU1 : EMG = 336 | AcX = -0.80 | AcY = -0.54 | AcZ = 0.26 | Tmp = 79.29 | GyX = 0.95 | GyY = 0.70 | GyZ = -1.30;
Seconds: 325.27 | IMU1 : EMG = 345 | AcX = -0.81 | AcY = -0.53 | AcZ = 0.26 | Tmp = 79.29 | GyX = 0.89 | GyY = 1.04 | GyZ = -1.44;
Seconds: 325.5 | IMU1 : EMG = 338 | AcX = -0.81 | AcY = -0.53 | AcZ = 0.25 | Tmp = 79.12 | GyX = 0.92 | GyY = 0.84 | GyZ = -1.27;
Seconds: 325.73 | IMU1 : EMG = 344 | AcX = -0.79 | AcY = -0.53 | AcZ = 0.25 | Tmp = 79.29 | GyX = 0.95 | GyY = 0.93 | GyZ = -1.45;
Seconds: 325.97 | IMU1 : EMG = 336 | AcX = -0.80 | AcY = -0.53 | AcZ = 0.25 | Tmp = 79.03 | GyX = 0.90 | GyY = 0.87 | GyZ = -1.45;
Seconds: 326.2 | IMU1 : EMG = 344 | AcX = -0.80 | AcY = -0.53 | AcZ = 0.25 | Tmp = 79.20 | GyX = 0.81 | GyY = 0.98 | GyZ = -1.04;
Seconds: 326.43 | IMU1 : EMG = 335 | AcX = -0.80 | AcY = -0.54 | AcZ = 0.24 | Tmp = 79.37 | GyX = 0.95 | GyY = 1.02 | GyZ = -1.19;
Seconds: 326.67 | IMU1 : EMG = 340 | AcX = -0.80 | AcY = -0.53 | AcZ = 0.26 | Tmp = 79.03 | GyX = 0.87 | GyY = 0.84 | GyZ = -1.42;
Seconds: 326.9 | IMU1 : EMG = 345 | AcX = -0.80 | AcY = -0.53 | AcZ = 0.25 | Tmp = 79.20 | GyX = 0.87 | GyY = 1.11 | GyZ = -1.54;
Seconds: 327.13 | IMU1 : EMG = 339 | AcX = -0.80 | AcY = -0.53 | AcZ = 0.26 | Tmp = 79.20 | GyX = 0.95 | GyY = 0.84 | GyZ = -1.31;
Seconds: 327.37 | IMU1 : EMG = 338 | AcX = -0.81 | AcY = -0.53 | AcZ = 0.26 | Tmp = 79.46 | GyX = 1.01 | GyY = 0.84 | GyZ = -1.31;
Seconds: 327.6 | IMU1 : EMG = 290 | AcX = -0.80 | AcY = -0.53 | AcZ = 0.25 | Tmp = 79.12 | GyX = 0.96 | GyY = 0.99 | GyZ = -1.22;
Seconds: 327.83 | IMU1 : EMG = 345 | AcX = -0.80 | AcY = -0.53 | AcZ = 0.25 | Tmp = 79.03 | GyX = 0.96 | GyY = 0.93 | GyZ = -1.34;
Seconds: 328.06 | IMU1 : EMG = 338 | AcX = -0.80 | AcY = -0.53 | AcZ = 0.26 | Tmp = 79.29 | GyX = 0.98 | GyY = 0.93 | GyZ = -1.28;
Seconds: 328.3 | IMU1 : EMG = 336 | AcX = -0.81 | AcY = -0.53 | AcZ = 0.25 | Tmp = 78.95 | GyX = 0.98 | GyY = 0.61 | GyZ = -1.50;
Seconds: 328.53 | IMU1 : EMG = 345 | AcX = -0.80 | AcY = -0.53 | AcZ = 0.26 | Tmp = 79.12 | GyX = 1.01 | GyY = 0.78 | GyZ = -1.62;
Seconds: 328.76 | IMU1 : EMG = 339 | AcX = -0.80 | AcY = -0.53 | AcZ = 0.25 | Tmp = 79.03 | GyX = 0.75 | GyY = 0.81 | GyZ = -1.48;
Seconds: 329.0 | IMU1 : EMG = 337 | AcX = -0.80 | AcY = -0.53 | AcZ = 0.26 | Tmp = 79.03 | GyX = 0.92 | GyY = 0.87 | GyZ = -1.51;
Seconds: 329.23 | IMU1 : EMG = 338 | AcX = -0.80 | AcY = -0.53 | AcZ = 0.24 | Tmp = 79.03 | GyX = 0.87 | GyY = 0.78 | GyZ = -1.28;
Seconds: 329.46 | IMU1 : EMG = 342 | AcX = -0.80 | AcY = -0.53 | AcZ = 0.25 | Tmp = 79.03 | GyX = 1.22 | GyY = 0.85 | GyZ = -1.30;
Seconds: 329.7 | IMU1 : EMG = 344 | AcX = -0.81 | AcY = -0.53 | AcZ = 0.26 | Tmp = 79.03 | GyX = 0.82 | GyY = 0.98 | GyZ = -1.15;
Seconds: 329.93 | IMU1 : EMG = 338 | AcX = -0.80 | AcY = -0.53 | AcZ = 0.25 | Tmp = 79.03 | GyX = 0.99 | GyY = 0.75 | GyZ = -1.11;
Seconds: 330.16 | IMU1 : EMG = 343 | AcX = -0.80 | AcY = -0.53 | AcZ = 0.25 | Tmp = 79.03 | GyX = 0.93 | GyY = 1.11 | GyZ = -1.24;
Seconds: 330.39 | IMU1 : EMG = 336 | AcX = -0.80 | AcY = -0.53 | AcZ = 0.25 | Tmp = 78.78 | GyX = 1.01 | GyY = 0.89 | GyZ = -1.24;
Seconds: 330.63 | IMU1 : EMG = 346 | AcX = -0.80 | AcY = -0.53 | AcZ = 0.25 | Tmp = 78.95 | GyX = 0.96 | GyY = 1.01 | GyZ = -1.44;
Seconds: 330.86 | IMU1 : EMG = 344 | AcX = -0.80 | AcY = -0.53 | AcZ = 0.25 | Tmp = 78.95 | GyX = 0.98 | GyY = 0.64 | GyZ = -1.34;
Seconds: 331.09 | IMU1 : EMG = 346 | AcX = -0.80 | AcY = -0.53 | AcZ = 0.26 | Tmp = 78.95 | GyX = 0.98 | GyY = 0.67 | GyZ = -1.33;
Seconds: 331.33 | IMU1 : EMG = 343 | AcX = -0.80 | AcY = -0.53 | AcZ = 0.25 | Tmp = 78.95 | GyX = 0.98 | GyY = 0.93 | GyZ = -1.27;
Seconds: 331.56 | IMU1 : EMG = 343 | AcX = -0.80 | AcY = -0.53 | AcZ = 0.25 | Tmp = 78.95 | GyX = 1.02 | GyY = 0.92 | GyZ = -1.33;
Seconds: 331.79 | IMU1 : EMG = 339 | AcX = -0.80 | AcY = -0.53 | AcZ = 0.26 | Tmp = 79.03 | GyX = 0.87 | GyY = 0.99 | GyZ = -1.31;
Seconds: 332.03 | IMU1 : EMG = 339 | AcX = -0.80 | AcY = -0.54 | AcZ = 0.26 | Tmp = 78.86 | GyX = 0.99 | GyY = 0.89 | GyZ = -1.30;
Seconds: 332.26 | IMU1 : EMG = 341 | AcX = -0.80 | AcY = -0.53 | AcZ = 0.26 | Tmp = 78.86 | GyX = 0.99 | GyY = 0.85 | GyZ = -1.25;
Seconds: 332.49 | IMU1 : EMG = 338 | AcX = -0.81 | AcY = -0.53 | AcZ = 0.25 | Tmp = 78.86 | GyX = 0.93 | GyY = 1.13 | GyZ = -1.13;
Seconds: 332.72 | IMU1 : EMG = 291 | AcX = -0.81 | AcY = -0.53 | AcZ = 0.25 | Tmp = 78.95 | GyX = 1.10 | GyY = 0.87 | GyZ = -1.19;
Seconds: 332.96 | IMU1 : EMG = 343 | AcX = -0.80 | AcY = -0.53 | AcZ = 0.26 | Tmp = 78.95 | GyX = 0.99 | GyY = 0.96 | GyZ = -1.39;
Seconds: 333.19 | IMU1 : EMG = 338 | AcX = -0.80 | AcY = -0.54 | AcZ = 0.25 | Tmp = 78.95 | GyX = 0.89 | GyY = 1.01 | GyZ = -1.24;
Seconds: 333.42 | IMU1 : EMG = 343 | AcX = -0.80 | AcY = -0.53 | AcZ = 0.25 | Tmp = 78.86 | GyX = 0.92 | GyY = 0.85 | GyZ = -1.44;
Seconds: 333.66 | IMU1 : EMG = 336 | AcX = -0.80 | AcY = -0.52 | AcZ = 0.25 | Tmp = 78.86 | GyX = 0.84 | GyY = 0.87 | GyZ = -1.31;
Seconds: 333.89 | IMU1 : EMG = 342 | AcX = -0.80 | AcY = -0.53 | AcZ = 0.25 | Tmp = 78.86 | GyX = 0.98 | GyY = 1.07 | GyZ = -1.37;
